character,comic_title,format,date,event
Wolverine,Wolverine (1988) #162,Comic,2001-05-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #393,Comic,2001-04-18 00:00:00+00:00,None
Wolverine,Wolverine (1988) #161,Comic,2001-04-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #392,Comic,2001-03-28 00:00:00+00:00,None
Wolverine,X-Men (1991) #110,Comic,2001-03-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #160,Comic,2001-03-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #159,Comic,2001-02-01 00:00:00+00:00,None
Wolverine,Iron Fist/Wolverine: The Return of K'un Lun (2000) #4,Comic,2001-02-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #390,Comic,2001-01-17 00:00:00+00:00,None
Wolverine,X-Men (1991) #108,Comic,2001-01-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #158,Comic,2001-01-01 00:00:00+00:00,None
Wolverine,Maximum Security (2000) #3,Comic,2001-01-01 00:00:00+00:00,Maximum Security
Wolverine,Iron Fist/Wolverine: The Return of K'un Lun (2000) #3,Comic,2001-01-01 00:00:00+00:00,None
Wolverine,WOLVERINE ANNUAL 1 (2001) #1,Comic,2001-01-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #157,Comic,2000-12-01 00:00:00+00:00,None
Wolverine,Maximum Security (2000) #1,Comic,2000-12-01 00:00:00+00:00,Maximum Security
Wolverine,Maximum Security (2000) #2,Comic,2000-12-01 00:00:00+00:00,Maximum Security
Wolverine,Uncanny X-Men (1981) #389,Comic,2000-12-01 00:00:00+00:00,None
Wolverine,Iron Fist/Wolverine: The Return of K'un Lun (2000) #2,Comic,2000-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #156,Comic,2000-11-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #388,Comic,2000-11-01 00:00:00+00:00,None
Wolverine,Iron Fist/Wolverine: The Return of K'un Lun (2000) #1,Comic,2000-11-01 00:00:00+00:00,None
Wolverine,X-MEN: BLACK SUN - THE NEW X-MEN 1 (2000) #1,Comic,2000-11-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #155,Comic,2000-10-10 00:00:00+00:00,None
Wolverine,Iron Man (1998) #33,Comic,2000-10-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #154,Comic,2000-09-10 00:00:00+00:00,None
Wolverine,Wolverine (1988) #153,Comic,2000-08-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #385,Comic,2000-08-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #385,Comic,2000-08-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #384,Comic,2000-07-03 00:00:00+00:00,None
Wolverine,Wolverine (1988) #152,Comic,2000-07-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #151,Comic,2000-06-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #150,Comic,2000-05-01 00:00:00+00:00,None
Wolverine,Iron Man (1998) #28,Comic,2000-05-01 00:00:00+00:00,None
Wolverine,Cable (1993) #79,Comic,2000-05-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #380,Comic,2000-05-01 00:00:00+00:00,None
Wolverine,X-Force (1991) #102,Comic,2000-05-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #99,Comic,2000-04-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #149,Comic,2000-04-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #379,Comic,2000-04-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #98,Comic,2000-03-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #148,Comic,2000-03-01 00:00:00+00:00,None
Wolverine,Earth X (1999) #11,Comic,2000-03-01 00:00:00+00:00,None
Wolverine,Fantastic Four (1998) #27,Comic,2000-03-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #147,Comic,2000-02-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #377,Comic,2000-02-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #146,Comic,2000-01-01 00:00:00+00:00,None
Wolverine,Cable (1993) #75,Comic,2000-01-01 00:00:00+00:00,None
Wolverine,X-MEN: MUTANT MASSACRE (Trade Paperback),Trade Paperback,2000-01-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #376,Comic,2000-01-01 00:00:00+00:00,None
Wolverine,Avengers Annual (2000) #1,Comic,2000-01-01 00:00:00+00:00,None
Wolverine,WOLVERINE ANNUAL 1 (2000) #1,Comic,2000-01-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #95,Comic,1999-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #145,Comic,1999-12-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #375,Comic,1999-12-01 00:00:00+00:00,None
Wolverine,Weapon X Vol. I (Trade Paperback),Trade Paperback,1999-11-30 00:00:00+00:00,None
Wolverine,Wolverine Vol. II (Trade Paperback),Trade Paperback,1999-11-30 00:00:00+00:00,None
Wolverine,Wolverine (1988) #144,Comic,1999-11-01 00:00:00+00:00,None
Wolverine,Hulk (1999) #8,Comic,1999-11-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #143,Comic,1999-10-01 00:00:00+00:00,None
Wolverine,WOLVERINE/CABLE: GUTS AND GLORY 1 (1999) #1,Comic,1999-10-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #92,Comic,1999-09-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #142,Comic,1999-09-01 00:00:00+00:00,None
Wolverine,Earth X (1999) #6,Comic,1999-09-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #372,Comic,1999-09-01 00:00:00+00:00,None
Wolverine,Wolverine/Punisher: Revelation (1999) #4,Comic,1999-09-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #91,Comic,1999-08-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #141,Comic,1999-08-01 00:00:00+00:00,None
Wolverine,Earth X (1999) #5,Comic,1999-08-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #371,Comic,1999-08-01 00:00:00+00:00,None
Wolverine,Wolverine/Punisher: Revelation (1999) #3,Comic,1999-08-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #90,Comic,1999-07-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #140,Comic,1999-07-01 00:00:00+00:00,None
Wolverine,Deadpool (1997) #30,Comic,1999-07-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #370,Comic,1999-07-01 00:00:00+00:00,None
Wolverine,Wolverine/Punisher: Revelation (1999) #2,Comic,1999-07-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #89,Comic,1999-06-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #139,Comic,1999-06-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #369,Comic,1999-06-01 00:00:00+00:00,None
Wolverine,Wolverine/Punisher: Revelation (1999) #1,Comic,1999-06-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #88,Comic,1999-05-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #138,Comic,1999-05-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #368,Comic,1999-05-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #87,Comic,1999-04-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #137,Comic,1999-04-01 00:00:00+00:00,None
Wolverine,Peter Parker: Spider-Man (1999) #4,Comic,1999-04-01 00:00:00+00:00,None
Wolverine,Deadpool (1997) #27,Comic,1999-04-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #367,Comic,1999-04-01 00:00:00+00:00,None
Wolverine,Wolverine Annual (1999) #1,Comic,1999-03-11 00:00:00+00:00,None
Wolverine,X-MEN: THE MAGNETO WAR 1 (1999) #1,Comic,1999-03-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #86,Comic,1999-03-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #136,Comic,1999-03-01 00:00:00+00:00,None
Wolverine,X-Men Unlimited (1993) #22,Comic,1999-03-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #366,Comic,1999-03-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #85,Comic,1999-02-15 00:00:00+00:00,None
Wolverine,Wolverine (1988) #135,Comic,1999-02-15 00:00:00+00:00,None
Wolverine,X-Men (1991) #84,Comic,1999-02-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #134,Comic,1999-02-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #365,Comic,1999-02-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #364,Comic,1999-01-15 00:00:00+00:00,None
Wolverine,X-Men (1991) #83,Comic,1999-01-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #133,Comic,1999-01-01 00:00:00+00:00,None
Wolverine,X-TREME X-MEN: SAVAGE LAND (Trade Paperback),Trade Paperback,1999-01-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #363,Comic,1999-01-01 00:00:00+00:00,None
Wolverine,Heroes for Hire (1997) #19,Comic,1999-01-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #82,Comic,1998-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #132,Comic,1998-12-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #362,Comic,1998-12-01 00:00:00+00:00,None
Wolverine,Heroes for Hire (1997) #18,Comic,1998-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #131,Comic,1998-11-30 00:00:00+00:00,None
Wolverine,Avengers (1998) #10,Comic,1998-11-10 00:00:00+00:00,None
Wolverine,X-Men (1991) #81,Comic,1998-11-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #130,Comic,1998-11-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #361,Comic,1998-11-01 00:00:00+00:00,None
Wolverine,Wolverine: Black Rio (1998) #1,Comic,1998-11-01 00:00:00+00:00,None
Wolverine,X-Force (1991) #83,Comic,1998-11-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #80,Comic,1998-10-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #129,Comic,1998-10-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #360,Comic,1998-10-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #128,Comic,1998-09-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #359,Comic,1998-09-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men/Fantastic Four Annual (1998) #1,Comic,1998-09-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #78,Comic,1998-08-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #127,Comic,1998-08-01 00:00:00+00:00,None
Wolverine,What If? (1989) #111,Comic,1998-08-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #77,Comic,1998-07-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #126,Comic,1998-07-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #76,Comic,1998-06-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #125,Comic,1998-06-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #356,Comic,1998-06-01 00:00:00+00:00,None
Wolverine,X-Men/Alpha Flight (1998) #2,Comic,1998-06-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #75,Comic,1998-05-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #124,Comic,1998-05-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #355,Comic,1998-05-01 00:00:00+00:00,None
Wolverine,X-Men/Alpha Flight (1998) #1,Comic,1998-05-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #74,Comic,1998-04-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #123,Comic,1998-04-01 00:00:00+00:00,None
Wolverine,Excalibur (1988) #119,Comic,1998-04-01 00:00:00+00:00,None
Wolverine,X-Men Unlimited (1993) #18,Comic,1998-04-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #354,Comic,1998-04-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #73,Comic,1998-03-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #122,Comic,1998-03-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #353,Comic,1998-03-01 00:00:00+00:00,None
Wolverine,Elektra (1996) #16,Comic,1998-03-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #72,Comic,1998-02-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #121,Comic,1998-02-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #352,Comic,1998-02-01 00:00:00+00:00,None
Wolverine,Elektra (1996) #15,Comic,1998-02-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #71,Comic,1998-01-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #120,Comic,1998-01-01 00:00:00+00:00,None
Wolverine,Excalibur (1988) #116,Comic,1998-01-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #351,Comic,1998-01-01 00:00:00+00:00,None
Wolverine,Elektra (1996) #14,Comic,1998-01-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #350,Comic,1997-12-10 00:00:00+00:00,None
Wolverine,X-Men (1991) #70,Comic,1997-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #119,Comic,1997-12-01 00:00:00+00:00,None
Wolverine,X-Men Unlimited (1993) #17,Comic,1997-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #118,Comic,1997-11-10 00:00:00+00:00,None
Wolverine,Wolverine (1988) #117,Comic,1997-10-10 00:00:00+00:00,None
Wolverine,Deadpool (1997) #9,Comic,1997-10-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #116,Comic,1997-09-10 00:00:00+00:00,None
Wolverine,Elektra (1996) #10,Comic,1997-09-01 00:00:00+00:00,None
Wolverine,What If? (1989) #100,Comic,1997-09-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #115,Comic,1997-08-10 00:00:00+00:00,None
Wolverine,X-Men (1991) #66,Comic,1997-08-01 00:00:00+00:00,None
Wolverine,Deadpool (1997) #7,Comic,1997-08-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #-1,Comic,1997-07-01 00:00:00+00:00,None
Wolverine,Fantastic Four (1996) #9,Comic,1997-07-01 00:00:00+00:00,None
Wolverine,Cable (1993) #-1,Comic,1997-07-01 00:00:00+00:00,None
Wolverine,UNTOLD TALES OF SPIDER-MAN -1 (1997) #1,Comic,1997-07-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #65,Comic,1997-06-01 00:00:00+00:00,None
Wolverine,Deadpool (1997) #6,Comic,1997-06-01 00:00:00+00:00,None
Wolverine,X-Men Unlimited (1993) #15,Comic,1997-06-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #64,Comic,1997-05-01 00:00:00+00:00,None
Wolverine,Fantastic Four (1996) #7,Comic,1997-05-01 00:00:00+00:00,None
Wolverine,Deadpool (1997) #5,Comic,1997-05-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #63,Comic,1997-04-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #62,Comic,1997-03-01 00:00:00+00:00,None
Wolverine,Deadpool (1997) #3,Comic,1997-03-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #342,Comic,1997-03-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #61,Comic,1997-02-01 00:00:00+00:00,None
Wolverine,Venom: Tooth and Claw (1996) #3,Comic,1997-02-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #109,Comic,1997-01-01 00:00:00+00:00,None
Wolverine,Deadpool (1997) #1,Comic,1997-01-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #340,Comic,1997-01-01 00:00:00+00:00,None
Wolverine,Venom: Tooth and Claw (1996) #2,Comic,1997-01-01 00:00:00+00:00,None
Wolverine,What If? (1989) #93,Comic,1997-01-01 00:00:00+00:00,None
Wolverine,Marvel Shadows and Light (1996) #1,Comic,1996-12-04 00:00:00+00:00,None
Wolverine,X-Men (1991) #59,Comic,1996-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #108,Comic,1996-12-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #339,Comic,1996-12-01 00:00:00+00:00,None
Wolverine,Venom: Tooth and Claw (1996) #1,Comic,1996-12-01 00:00:00+00:00,None
Wolverine,LOGAN: SHADOW SOCIETY 1 (1997) #1,Comic,1996-12-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #58,Comic,1996-11-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #107,Comic,1996-11-01 00:00:00+00:00,None
Wolverine,X-Men: Clan Destine (1996) #2,Comic,1996-11-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #338,Comic,1996-11-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #57,Comic,1996-10-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #106,Comic,1996-10-01 00:00:00+00:00,None
Wolverine,Onslaught: Marvel Universe (1996) #1,Comic,1996-10-01 00:00:00+00:00,Onslaught
Wolverine,X-Men: Clan Destine (1996) #1,Comic,1996-10-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #337,Comic,1996-10-01 00:00:00+00:00,None
Wolverine,WOLVERINE ANNUAL 1 (1996) #1,Comic,1996-10-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #105,Comic,1996-09-01 00:00:00+00:00,Onslaught
Wolverine,X-Men Unlimited (1993) #12,Comic,1996-09-01 00:00:00+00:00,Onslaught
Wolverine,Uncanny X-Men (1981) #335,Comic,1996-08-10 00:00:00+00:00,Onslaught
Wolverine,Wolverine (1988) #104,Comic,1996-08-01 00:00:00+00:00,Onslaught
Wolverine,Onslaught: X-Men  (1996) #1,Comic,1996-08-01 00:00:00+00:00,Onslaught
Wolverine,X-Men (1991) #54,Comic,1996-07-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #103,Comic,1996-07-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #334,Comic,1996-07-01 00:00:00+00:00,None
Wolverine,X-Factor (1986) #124,Comic,1996-07-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #102,Comic,1996-06-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #102.5,Comic,1996-06-01 00:00:00+00:00,None
Wolverine,X-Men Unlimited (1993) #11,Comic,1996-06-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #333,Comic,1996-06-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #101,Comic,1996-05-10 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #332,Comic,1996-05-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #100,Comic,1996-04-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #50,Comic,1996-03-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #99,Comic,1996-03-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #330,Comic,1996-03-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #98,Comic,1996-02-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #329,Comic,1996-02-01 00:00:00+00:00,None
Wolverine,LOGAN: PATH OF THE WARLORD 1 (1996) #1,Comic,1996-02-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #97,Comic,1996-01-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #96,Comic,1995-12-01 00:00:00+00:00,None
Wolverine,X-Men Unlimited (1993) #9,Comic,1995-12-01 00:00:00+00:00,None
Wolverine,Wolverine/Gambit: Victims (1995) #4,Comic,1995-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #95,Comic,1995-11-01 00:00:00+00:00,None
Wolverine,Wolverine/Gambit: Victims (1995) #3,Comic,1995-11-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #94,Comic,1995-10-01 00:00:00+00:00,None
Wolverine,X-Men Unlimited (1993) #8,Comic,1995-10-01 00:00:00+00:00,None
Wolverine,Wolverine/Gambit: Victims (1995) #2,Comic,1995-10-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #325,Comic,1995-10-01 00:00:00+00:00,None
Wolverine,X-Force (1991) #47,Comic,1995-10-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #93,Comic,1995-09-01 00:00:00+00:00,None
Wolverine,Wolverine/Gambit: Victims (1995) #1,Comic,1995-09-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #324,Comic,1995-09-01 00:00:00+00:00,None
Wolverine,Wolverine Annual (1995) #1,Comic,1995-09-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #92,Comic,1995-08-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #323,Comic,1995-08-01 00:00:00+00:00,None
Wolverine,WOLVERINE: KNIGHT OF TERRA 1 (1995) #1,Comic,1995-08-01 00:00:00+00:00,None
Wolverine,X-MEN PRIME 1 (1995) #1,Comic,1995-07-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #91,Comic,1995-07-01 00:00:00+00:00,None
Wolverine,X-MEN OMEGA 1 (1995) #1,Comic,1995-06-01 00:00:00+00:00,Age of Apocalypse
Wolverine,X-Men Chronicles (1995) #2,Comic,1995-06-01 00:00:00+00:00,Age of Apocalypse
Wolverine,Weapon X (1995) #4,Comic,1995-06-01 00:00:00+00:00,Age of Apocalypse
Wolverine,Weapon X (1995) #3,Comic,1995-05-01 00:00:00+00:00,Age of Apocalypse
Wolverine,Weapon X (1995) #2,Comic,1995-04-01 00:00:00+00:00,Age of Apocalypse
Wolverine,X-Men Chronicles (1995) #1,Comic,1995-03-01 00:00:00+00:00,Age of Apocalypse
Wolverine,Weapon X (1995) #1,Comic,1995-03-01 00:00:00+00:00,Age of Apocalypse
Wolverine,Wolverine (1988) #90,Comic,1995-02-10 00:00:00+00:00,None
Wolverine,X-Men: Alpha (1995) #1,Comic,1995-02-01 00:00:00+00:00,Age of Apocalypse
Wolverine,X-Men (1991) #41,Comic,1995-02-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #40,Comic,1995-01-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #89,Comic,1995-01-01 00:00:00+00:00,None
Wolverine,Excalibur (1988) #85,Comic,1995-01-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #88,Comic,1994-12-10 00:00:00+00:00,None
Wolverine,X-Men Unlimited (1993) #7,Comic,1994-12-01 00:00:00+00:00,None
Wolverine,Fantastic Four (1961) #395,Comic,1994-12-01 00:00:00+00:00,None
Wolverine,Ghost Rider/Wolverine/Punisher: The Dark Design (1994),Comic,1994-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #87,Comic,1994-11-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #318,Comic,1994-11-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #86,Comic,1994-10-01 00:00:00+00:00,None
Wolverine,Cable (1993) #16,Comic,1994-10-01 00:00:00+00:00,None
Wolverine,Wolverine/Nick Fury: Scorpio Rising (1994) #1,Comic,1994-10-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #85,Comic,1994-09-01 00:00:00+00:00,None
Wolverine,X-Men Unlimited (1993) #6,Comic,1994-09-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #316,Comic,1994-09-01 00:00:00+00:00,None
Wolverine,Wolverine: Evilution (1994) #1,Comic,1994-09-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #84,Comic,1994-08-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #83,Comic,1994-07-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #82,Comic,1994-06-01 00:00:00+00:00,None
Wolverine,Excalibur (1988) #78,Comic,1994-06-01 00:00:00+00:00,None
Wolverine,What If? (1989) #62,Comic,1994-06-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #155,Comic,1994-05-15 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #154,Comic,1994-05-08 00:00:00+00:00,None
Wolverine,Wolverine (1988) #81,Comic,1994-05-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #153,Comic,1994-05-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #152,Comic,1994-04-08 00:00:00+00:00,None
Wolverine,Wolverine (1988) #80,Comic,1994-04-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #79,Comic,1994-03-01 00:00:00+00:00,None
Wolverine,Secret Defenders (1993) #13,Comic,1994-03-01 00:00:00+00:00,None
Wolverine,What If? (1989) #59,Comic,1994-03-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #78,Comic,1994-02-01 00:00:00+00:00,None
Wolverine,X-Men (1991) #28,Comic,1994-01-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #77,Comic,1994-01-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #76,Comic,1993-12-01 00:00:00+00:00,None
Wolverine,Alpha Flight (1983) #127,Comic,1993-12-01 00:00:00+00:00,None
Wolverine,Secret Defenders (1993) #10,Comic,1993-12-01 00:00:00+00:00,None
Wolverine,Wolverine/Punisher: Damaging Evidence (1993) #3,Comic,1993-12-01 00:00:00+00:00,None
Wolverine,Wolverine: Global Jeopardy (1993) #1,Comic,1993-12-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #75,Comic,1993-11-10 00:00:00+00:00,Fatal Attractions
Wolverine,Marvel Comics Presents (1988) #142,Comic,1993-11-08 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #141,Comic,1993-11-01 00:00:00+00:00,None
Wolverine,Wolverine/Punisher: Damaging Evidence (1993) #2,Comic,1993-11-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #140,Comic,1993-10-15 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #139,Comic,1993-10-08 00:00:00+00:00,None
Wolverine,X-Men (1991) #25,Comic,1993-10-01 00:00:00+00:00,Fatal Attractions
Wolverine,Wolverine (1988) #74,Comic,1993-10-01 00:00:00+00:00,None
Wolverine,Marvel Super Heroes (1990) #15,Comic,1993-10-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #138,Comic,1993-10-01 00:00:00+00:00,None
Wolverine,Wolverine/Punisher: Damaging Evidence (1993) #1,Comic,1993-10-01 00:00:00+00:00,None
Wolverine,X-Men Unlimited (1993) #2,Comic,1993-09-10 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #137,Comic,1993-09-08 00:00:00+00:00,None
Wolverine,X-Men (1991) #24,Comic,1993-09-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #73,Comic,1993-09-01 00:00:00+00:00,None
Wolverine,The Punisher War Zone (1992) #19,Comic,1993-09-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #136,Comic,1993-09-01 00:00:00+00:00,None
Wolverine,Uncanny X-Men (1981) #304,Comic,1993-09-01 00:00:00+00:00,Fatal Attractions
Wolverine,Wolverine Killing (1993) #1,Comic,1993-09-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #135,Comic,1993-08-08 00:00:00+00:00,None
Wolverine,X-Men (1991) #23,Comic,1993-08-01 00:00:00+00:00,None
Wolverine,Wolverine (1988) #72,Comic,1993-08-01 00:00:00+00:00,None
Wolverine,Marvel Comics Presents (1988) #134,Comic,1993-08-01 00:00:00+00:00,None
Wolverine,Excalibur (1988) #68,Comic,1993-08-01 00:00:00+00:00,None
